task_idx,task_id,recipient_condition,donor_type,donor_condition,common_suffix_tokens
28,task_028,canonical_impl,same_state_cross_wording,paraphrase_impl,87
28,task_028,canonical_impl,opposite_cross_wording,paraphrase_test,87
28,task_028,canonical_impl,self,canonical_impl,286
28,task_028,paraphrase_test,opposite_same_wording,paraphrase_impl,114
28,task_028,paraphrase_test,same_state_cross_wording,canonical_test,87
28,task_028,paraphrase_test,opposite_cross_wording,canonical_impl,87
28,task_028,paraphrase_test,self,paraphrase_test,270
28,task_028,paraphrase_impl,opposite_same_wording,paraphrase_test,114
28,task_028,paraphrase_impl,same_state_cross_wording,canonical_impl,87
28,task_028,paraphrase_impl,opposite_cross_wording,canonical_test,87
28,task_028,paraphrase_impl,self,paraphrase_impl,270
29,task_029,canonical_test,opposite_same_wording,canonical_impl,120
29,task_029,canonical_test,same_state_cross_wording,paraphrase_test,86
29,task_029,canonical_test,opposite_cross_wording,paraphrase_impl,86
29,task_029,canonical_test,self,canonical_test,289
29,task_029,canonical_impl,opposite_same_wording,canonical_test,120
29,task_029,canonical_impl,same_state_cross_wording,paraphrase_impl,86
29,task_029,canonical_impl,opposite_cross_wording,paraphrase_test,86
29,task_029,canonical_impl,self,canonical_impl,289
29,task_029,paraphrase_test,opposite_same_wording,paraphrase_impl,113
29,task_029,paraphrase_test,same_state_cross_wording,canonical_test,86
29,task_029,paraphrase_test,opposite_cross_wording,canonical_impl,86
29,task_029,paraphrase_test,self,paraphrase_test,273
29,task_029,paraphrase_impl,opposite_same_wording,paraphrase_test,113
29,task_029,paraphrase_impl,same_state_cross_wording,canonical_impl,86
29,task_029,paraphrase_impl,opposite_cross_wording,canonical_test,86
29,task_029,paraphrase_impl,self,paraphrase_impl,273
30,task_030,canonical_test,opposite_same_wording,canonical_impl,103
30,task_030,canonical_test,same_state_cross_wording,paraphrase_test,69
30,task_030,canonical_test,opposite_cross_wording,paraphrase_impl,69
30,task_030,canonical_test,self,canonical_test,269
30,task_030,canonical_impl,opposite_same_wording,canonical_test,103
30,task_030,canonical_impl,same_state_cross_wording,paraphrase_impl,69
30,task_030,canonical_impl,opposite_cross_wording,paraphrase_test,69
30,task_030,canonical_impl,self,canonical_impl,269
30,task_030,paraphrase_test,opposite_same_wording,paraphrase_impl,96
30,task_030,paraphrase_test,same_state_cross_wording,canonical_test,69
30,task_030,paraphrase_test,opposite_cross_wording,canonical_impl,69
30,task_030,paraphrase_test,self,paraphrase_test,253
30,task_030,paraphrase_impl,opposite_same_wording,paraphrase_test,96
30,task_030,paraphrase_impl,same_state_cross_wording,canonical_impl,69
30,task_030,paraphrase_impl,opposite_cross_wording,canonical_test,69
30,task_030,paraphrase_impl,self,paraphrase_impl,253
31,task_031,canonical_test,opposite_same_wording,canonical_impl,121
31,task_031,canonical_test,same_state_cross_wording,paraphrase_test,87
31,task_031,canonical_test,opposite_cross_wording,paraphrase_impl,87
31,task_031,canonical_test,self,canonical_test,287
31,task_031,canonical_impl,opposite_same_wording,canonical_test,121
31,task_031,canonical_impl,same_state_cross_wording,paraphrase_impl,87
31,task_031,canonical_impl,opposite_cross_wording,paraphrase_test,87
31,task_031,canonical_impl,self,canonical_impl,287
31,task_031,paraphrase_test,opposite_same_wording,paraphrase_impl,114
31,task_031,paraphrase_test,same_state_cross_wording,canonical_test,87
31,task_031,paraphrase_test,opposite_cross_wording,canonical_impl,87
31,task_031,paraphrase_test,self,paraphrase_test,271
31,task_031,paraphrase_impl,opposite_same_wording,paraphrase_test,114
31,task_031,paraphrase_impl,same_state_cross_wording,canonical_impl,87
31,task_031,paraphrase_impl,opposite_cross_wording,canonical_test,87
31,task_031,paraphrase_impl,self,paraphrase_impl,271
32,task_032,canonical_test,opposite_same_wording,canonical_impl,120
32,task_032,canonical_test,same_state_cross_wording,paraphrase_test,86
32,task_032,canonical_test,opposite_cross_wording,paraphrase_impl,86
32,task_032,canonical_test,self,canonical_test,283
32,task_032,canonical_impl,opposite_same_wording,canonical_test,120
32,task_032,canonical_impl,same_state_cross_wording,paraphrase_impl,86
32,task_032,canonical_impl,opposite_cross_wording,paraphrase_test,86
32,task_032,canonical_impl,self,canonical_impl,283
32,task_032,paraphrase_test,opposite_same_wording,paraphrase_impl,113
32,task_032,paraphrase_test,same_state_cross_wording,canonical_test,86
32,task_032,paraphrase_test,opposite_cross_wording,canonical_impl,86
32,task_032,paraphrase_test,self,paraphrase_test,267
32,task_032,paraphrase_impl,opposite_same_wording,paraphrase_test,113
32,task_032,paraphrase_impl,same_state_cross_wording,canonical_impl,86
32,task_032,paraphrase_impl,opposite_cross_wording,canonical_test,86
32,task_032,paraphrase_impl,self,paraphrase_impl,267
33,task_033,canonical_test,opposite_same_wording,canonical_impl,103
33,task_033,canonical_test,same_state_cross_wording,paraphrase_test,69
33,task_033,canonical_test,opposite_cross_wording,paraphrase_impl,69
33,task_033,canonical_test,self,canonical_test,267
33,task_033,canonical_impl,opposite_same_wording,canonical_test,103
33,task_033,canonical_impl,same_state_cross_wording,paraphrase_impl,69
33,task_033,canonical_impl,opposite_cross_wording,paraphrase_test,69
33,task_033,canonical_impl,self,canonical_impl,267
33,task_033,paraphrase_test,opposite_same_wording,paraphrase_impl,96
33,task_033,paraphrase_test,same_state_cross_wording,canonical_test,69
33,task_033,paraphrase_test,opposite_cross_wording,canonical_impl,69
33,task_033,paraphrase_test,self,paraphrase_test,251
33,task_033,paraphrase_impl,opposite_same_wording,paraphrase_test,96
33,task_033,paraphrase_impl,same_state_cross_wording,canonical_impl,69
33,task_033,paraphrase_impl,opposite_cross_wording,canonical_test,69
33,task_033,paraphrase_impl,self,paraphrase_impl,251
34,task_034,canonical_test,opposite_same_wording,canonical_impl,121
34,task_034,canonical_test,same_state_cross_wording,paraphrase_test,87
34,task_034,canonical_test,opposite_cross_wording,paraphrase_impl,87
34,task_034,canonical_test,self,canonical_test,285
34,task_034,canonical_impl,opposite_same_wording,canonical_test,121
34,task_034,canonical_impl,same_state_cross_wording,paraphrase_impl,87
34,task_034,canonical_impl,opposite_cross_wording,paraphrase_test,87
34,task_034,canonical_impl,self,canonical_impl,285
34,task_034,paraphrase_test,opposite_same_wording,paraphrase_impl,114
34,task_034,paraphrase_test,same_state_cross_wording,canonical_test,87
34,task_034,paraphrase_test,opposite_cross_wording,canonical_impl,87
34,task_034,paraphrase_test,self,paraphrase_test,269
34,task_034,paraphrase_impl,opposite_same_wording,paraphrase_test,114
34,task_034,paraphrase_impl,same_state_cross_wording,canonical_impl,87
34,task_034,paraphrase_impl,opposite_cross_wording,canonical_test,87
34,task_034,paraphrase_impl,self,paraphrase_impl,269
35,task_035,canonical_test,opposite_same_wording,canonical_impl,120
35,task_035,canonical_test,same_state_cross_wording,paraphrase_test,86
35,task_035,canonical_test,opposite_cross_wording,paraphrase_impl,86
35,task_035,canonical_test,self,canonical_test,286
35,task_035,canonical_impl,opposite_same_wording,canonical_test,120
35,task_035,canonical_impl,same_state_cross_wording,paraphrase_impl,86
35,task_035,canonical_impl,opposite_cross_wording,paraphrase_test,86
35,task_035,canonical_impl,self,canonical_impl,286
35,task_035,paraphrase_test,opposite_same_wording,paraphrase_impl,113
35,task_035,paraphrase_test,same_state_cross_wording,canonical_test,86
35,task_035,paraphrase_test,opposite_cross_wording,canonical_impl,86
35,task_035,paraphrase_test,self,paraphrase_test,270
35,task_035,paraphrase_impl,opposite_same_wording,paraphrase_test,113
35,task_035,paraphrase_impl,same_state_cross_wording,canonical_impl,86
35,task_035,paraphrase_impl,opposite_cross_wording,canonical_test,86
35,task_035,paraphrase_impl,self,paraphrase_impl,270
36,task_036,canonical_test,opposite_same_wording,canonical_impl,103
36,task_036,canonical_test,same_state_cross_wording,paraphrase_test,69
36,task_036,canonical_test,opposite_cross_wording,paraphrase_impl,69
36,task_036,canonical_test,self,canonical_test,268
36,task_036,canonical_impl,opposite_same_wording,canonical_test,103
36,task_036,canonical_impl,same_state_cross_wording,paraphrase_impl,69
36,task_036,canonical_impl,opposite_cross_wording,paraphrase_test,69
36,task_036,canonical_impl,self,canonical_impl,268
36,task_036,paraphrase_test,opposite_same_wording,paraphrase_impl,96
36,task_036,paraphrase_test,same_state_cross_wording,canonical_test,69
36,task_036,paraphrase_test,opposite_cross_wording,canonical_impl,69
36,task_036,paraphrase_test,self,paraphrase_test,252
36,task_036,paraphrase_impl,opposite_same_wording,paraphrase_test,96
36,task_036,paraphrase_impl,same_state_cross_wording,canonical_impl,69
36,task_036,paraphrase_impl,opposite_cross_wording,canonical_test,69
36,task_036,paraphrase_impl,self,paraphrase_impl,252
37,task_037,canonical_test,opposite_same_wording,canonical_impl,121
37,task_037,canonical_test,same_state_cross_wording,paraphrase_test,87
37,task_037,canonical_test,opposite_cross_wording,paraphrase_impl,87
37,task_037,canonical_test,self,canonical_test,288
37,task_037,canonical_impl,opposite_same_wording,canonical_test,121
37,task_037,canonical_impl,same_state_cross_wording,paraphrase_impl,87
37,task_037,canonical_impl,opposite_cross_wording,paraphrase_test,87
37,task_037,canonical_impl,self,canonical_impl,288
37,task_037,paraphrase_test,opposite_same_wording,paraphrase_impl,114
37,task_037,paraphrase_test,same_state_cross_wording,canonical_test,87
37,task_037,paraphrase_test,opposite_cross_wording,canonical_impl,87
37,task_037,paraphrase_test,self,paraphrase_test,272
37,task_037,paraphrase_impl,opposite_same_wording,paraphrase_test,114
37,task_037,paraphrase_impl,same_state_cross_wording,canonical_impl,87
37,task_037,paraphrase_impl,opposite_cross_wording,canonical_test,87
37,task_037,paraphrase_impl,self,paraphrase_impl,272
38,task_038,canonical_test,opposite_same_wording,canonical_impl,120
38,task_038,canonical_test,same_state_cross_wording,paraphrase_test,86
38,task_038,canonical_test,opposite_cross_wording,paraphrase_impl,86
38,task_038,canonical_test,self,canonical_test,286
38,task_038,canonical_impl,opposite_same_wording,canonical_test,120
38,task_038,canonical_impl,same_state_cross_wording,paraphrase_impl,86
38,task_038,canonical_impl,opposite_cross_wording,paraphrase_test,86
38,task_038,canonical_impl,self,canonical_impl,286
38,task_038,paraphrase_test,opposite_same_wording,paraphrase_impl,113
38,task_038,paraphrase_test,same_state_cross_wording,canonical_test,86
38,task_038,paraphrase_test,opposite_cross_wording,canonical_impl,86
38,task_038,paraphrase_test,self,paraphrase_test,270
38,task_038,paraphrase_impl,opposite_same_wording,paraphrase_test,113
38,task_038,paraphrase_impl,same_state_cross_wording,canonical_impl,86
38,task_038,paraphrase_impl,opposite_cross_wording,canonical_test,86
38,task_038,paraphrase_impl,self,paraphrase_impl,270
39,task_039,canonical_test,opposite_same_wording,canonical_impl,103
39,task_039,canonical_test,same_state_cross_wording,paraphrase_test,69
39,task_039,canonical_test,opposite_cross_wording,paraphrase_impl,69
39,task_039,canonical_test,self,canonical_test,273
39,task_039,canonical_impl,opposite_same_wording,canonical_test,103
39,task_039,canonical_impl,same_state_cross_wording,paraphrase_impl,69
39,task_039,canonical_impl,opposite_cross_wording,paraphrase_test,69
39,task_039,canonical_impl,self,canonical_impl,273
39,task_039,paraphrase_test,opposite_same_wording,paraphrase_impl,96
39,task_039,paraphrase_test,same_state_cross_wording,canonical_test,69
39,task_039,paraphrase_test,opposite_cross_wording,canonical_impl,69
39,task_039,paraphrase_test,self,paraphrase_test,257
39,task_039,paraphrase_impl,opposite_same_wording,paraphrase_test,96
39,task_039,paraphrase_impl,same_state_cross_wording,canonical_impl,69
39,task_039,paraphrase_impl,opposite_cross_wording,canonical_test,69
39,task_039,paraphrase_impl,self,paraphrase_impl,257
40,task_040,canonical_test,opposite_same_wording,canonical_impl,121
40,task_040,canonical_test,same_state_cross_wording,paraphrase_test,87
40,task_040,canonical_test,opposite_cross_wording,paraphrase_impl,87
40,task_040,canonical_test,self,canonical_test,284
40,task_040,canonical_impl,opposite_same_wording,canonical_test,121
40,task_040,canonical_impl,same_state_cross_wording,paraphrase_impl,87
40,task_040,canonical_impl,opposite_cross_wording,paraphrase_test,87
40,task_040,canonical_impl,self,canonical_impl,284
40,task_040,paraphrase_test,opposite_same_wording,paraphrase_impl,114
40,task_040,paraphrase_test,same_state_cross_wording,canonical_test,87
40,task_040,paraphrase_test,opposite_cross_wording,canonical_impl,87
40,task_040,paraphrase_test,self,paraphrase_test,268
40,task_040,paraphrase_impl,opposite_same_wording,paraphrase_test,114
40,task_040,paraphrase_impl,same_state_cross_wording,canonical_impl,87
40,task_040,paraphrase_impl,opposite_cross_wording,canonical_test,87
40,task_040,paraphrase_impl,self,paraphrase_impl,268
41,task_041,canonical_test,opposite_same_wording,canonical_impl,120
41,task_041,canonical_test,same_state_cross_wording,paraphrase_test,86
41,task_041,canonical_test,opposite_cross_wording,paraphrase_impl,86
41,task_041,canonical_test,self,canonical_test,285
41,task_041,canonical_impl,opposite_same_wording,canonical_test,120
41,task_041,canonical_impl,same_state_cross_wording,paraphrase_impl,86
41,task_041,canonical_impl,opposite_cross_wording,paraphrase_test,86
41,task_041,canonical_impl,self,canonical_impl,285
41,task_041,paraphrase_test,opposite_same_wording,paraphrase_impl,113
41,task_041,paraphrase_test,same_state_cross_wording,canonical_test,86
41,task_041,paraphrase_test,opposite_cross_wording,canonical_impl,86
41,task_041,paraphrase_test,self,paraphrase_test,269
41,task_041,paraphrase_impl,opposite_same_wording,paraphrase_test,113
41,task_041,paraphrase_impl,same_state_cross_wording,canonical_impl,86
41,task_041,paraphrase_impl,opposite_cross_wording,canonical_test,86
41,task_041,paraphrase_impl,self,paraphrase_impl,269
42,task_042,canonical_test,opposite_same_wording,canonical_impl,103
42,task_042,canonical_test,same_state_cross_wording,paraphrase_test,69
42,task_042,canonical_test,opposite_cross_wording,paraphrase_impl,69
42,task_042,canonical_test,self,canonical_test,267
42,task_042,canonical_impl,opposite_same_wording,canonical_test,103
42,task_042,canonical_impl,same_state_cross_wording,paraphrase_impl,69
42,task_042,canonical_impl,opposite_cross_wording,paraphrase_test,69
42,task_042,canonical_impl,self,canonical_impl,267
42,task_042,paraphrase_test,opposite_same_wording,paraphrase_impl,96
42,task_042,paraphrase_test,same_state_cross_wording,canonical_test,69
42,task_042,paraphrase_test,opposite_cross_wording,canonical_impl,69
42,task_042,paraphrase_test,self,paraphrase_test,251
42,task_042,paraphrase_impl,opposite_same_wording,paraphrase_test,96
42,task_042,paraphrase_impl,same_state_cross_wording,canonical_impl,69
42,task_042,paraphrase_impl,opposite_cross_wording,canonical_test,69
42,task_042,paraphrase_impl,self,paraphrase_impl,251
43,task_043,canonical_test,opposite_same_wording,canonical_impl,121
43,task_043,canonical_test,same_state_cross_wording,paraphrase_test,87
43,task_043,canonical_test,opposite_cross_wording,paraphrase_impl,87
43,task_043,canonical_test,self,canonical_test,287
43,task_043,canonical_impl,opposite_same_wording,canonical_test,121
43,task_043,canonical_impl,same_state_cross_wording,paraphrase_impl,87
43,task_043,canonical_impl,opposite_cross_wording,paraphrase_test,87
43,task_043,canonical_impl,self,canonical_impl,287
43,task_043,paraphrase_test,opposite_same_wording,paraphrase_impl,114
43,task_043,paraphrase_test,same_state_cross_wording,canonical_test,87
43,task_043,paraphrase_test,opposite_cross_wording,canonical_impl,87
43,task_043,paraphrase_test,self,paraphrase_test,271
43,task_043,paraphrase_impl,opposite_same_wording,paraphrase_test,114
43,task_043,paraphrase_impl,same_state_cross_wording,canonical_impl,87
43,task_043,paraphrase_impl,opposite_cross_wording,canonical_test,87
43,task_043,paraphrase_impl,self,paraphrase_impl,271
44,task_044,canonical_test,opposite_same_wording,canonical_impl,120
44,task_044,canonical_test,same_state_cross_wording,paraphrase_test,86
44,task_044,canonical_test,opposite_cross_wording,paraphrase_impl,86
44,task_044,canonical_test,self,canonical_test,285
44,task_044,canonical_impl,opposite_same_wording,canonical_test,120
44,task_044,canonical_impl,same_state_cross_wording,paraphrase_impl,86
44,task_044,canonical_impl,opposite_cross_wording,paraphrase_test,86
44,task_044,canonical_impl,self,canonical_impl,285
44,task_044,paraphrase_test,opposite_same_wording,paraphrase_impl,113
44,task_044,paraphrase_test,same_state_cross_wording,canonical_test,86
44,task_044,paraphrase_test,opposite_cross_wording,canonical_impl,86
44,task_044,paraphrase_test,self,paraphrase_test,269
44,task_044,paraphrase_impl,opposite_same_wording,paraphrase_test,113
44,task_044,paraphrase_impl,same_state_cross_wording,canonical_impl,86
44,task_044,paraphrase_impl,opposite_cross_wording,canonical_test,86
44,task_044,paraphrase_impl,self,paraphrase_impl,269
45,task_045,canonical_test,opposite_same_wording,canonical_impl,103
45,task_045,canonical_test,same_state_cross_wording,paraphrase_test,69
45,task_045,canonical_test,opposite_cross_wording,paraphrase_impl,69
45,task_045,canonical_test,self,canonical_test,270
45,task_045,canonical_impl,opposite_same_wording,canonical_test,103
45,task_045,canonical_impl,same_state_cross_wording,paraphrase_impl,69
45,task_045,canonical_impl,opposite_cross_wording,paraphrase_test,69
45,task_045,canonical_impl,self,canonical_impl,270
45,task_045,paraphrase_test,opposite_same_wording,paraphrase_impl,96
45,task_045,paraphrase_test,same_state_cross_wording,canonical_test,69
45,task_045,paraphrase_test,opposite_cross_wording,canonical_impl,69
45,task_045,paraphrase_test,self,paraphrase_test,254
45,task_045,paraphrase_impl,opposite_same_wording,paraphrase_test,96
45,task_045,paraphrase_impl,same_state_cross_wording,canonical_impl,69
45,task_045,paraphrase_impl,opposite_cross_wording,canonical_test,69
45,task_045,paraphrase_impl,self,paraphrase_impl,254
46,task_046,canonical_test,opposite_same_wording,canonical_impl,121
46,task_046,canonical_test,same_state_cross_wording,paraphrase_test,87
46,task_046,canonical_test,opposite_cross_wording,paraphrase_impl,87
46,task_046,canonical_test,self,canonical_test,289
46,task_046,canonical_impl,opposite_same_wording,canonical_test,121
46,task_046,canonical_impl,same_state_cross_wording,paraphrase_impl,87
46,task_046,canonical_impl,opposite_cross_wording,paraphrase_test,87
46,task_046,canonical_impl,self,canonical_impl,289
46,task_046,paraphrase_test,opposite_same_wording,paraphrase_impl,114
46,task_046,paraphrase_test,same_state_cross_wording,canonical_test,87
46,task_046,paraphrase_test,opposite_cross_wording,canonical_impl,87
46,task_046,paraphrase_test,self,paraphrase_test,273
46,task_046,paraphrase_impl,opposite_same_wording,paraphrase_test,114
46,task_046,paraphrase_impl,same_state_cross_wording,canonical_impl,87
46,task_046,paraphrase_impl,opposite_cross_wording,canonical_test,87
46,task_046,paraphrase_impl,self,paraphrase_impl,273
47,task_047,canonical_test,opposite_same_wording,canonical_impl,120
47,task_047,canonical_test,same_state_cross_wording,paraphrase_test,86
47,task_047,canonical_test,opposite_cross_wording,paraphrase_impl,86
47,task_047,canonical_test,self,canonical_test,288
47,task_047,canonical_impl,opposite_same_wording,canonical_test,120
47,task_047,canonical_impl,same_state_cross_wording,paraphrase_impl,86
47,task_047,canonical_impl,opposite_cross_wording,paraphrase_test,86
47,task_047,canonical_impl,self,canonical_impl,288
47,task_047,paraphrase_test,opposite_same_wording,paraphrase_impl,113
47,task_047,paraphrase_test,same_state_cross_wording,canonical_test,86
47,task_047,paraphrase_test,opposite_cross_wording,canonical_impl,86
47,task_047,paraphrase_test,self,paraphrase_test,272
47,task_047,paraphrase_impl,opposite_same_wording,paraphrase_test,113
47,task_047,paraphrase_impl,same_state_cross_wording,canonical_impl,86
47,task_047,paraphrase_impl,opposite_cross_wording,canonical_test,86
47,task_047,paraphrase_impl,self,paraphrase_impl,272
