phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value,selected_anchor,runner_up_anchor,reader_leakage_ratio,reader_baseline_margin_diff,reader_verified_v_diff,donor_selected_anchor
confirmation,exp12_test_edit_12,test_edit,paraphrase,1,canonical,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.05646641552448273,,,,,,USER_END
confirmation,exp12_test_edit_12,test_edit,paraphrase,1,canonical,0,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.13748371601104736,,,,,,USER_END
confirmation,exp12_test_edit_12,test_edit,paraphrase,1,canonical,1,same_state_cross_wording,USER_END,same_state_selected_V_control,0.01238933950662613,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_H20_residual_effect,0.13347317464649677,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.055394504219293594,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.09535135142505169,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,-0.04633514583110809,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,0.07751903310418129,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.000380711629986763,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.00012958794832229614,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.055394504219293594,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_target_sufficiency,0.10183560661971569,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_target_necessity,0.0941015463322401,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.05431008338928223,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_negative_necessity,-0.0700210016220808,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_all7_sufficiency,0.055394504219293594,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_all7_necessity,0.055394504219293594,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,0,paraphrase,1,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.05494299717247486,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,canonical,0,paraphrase,1,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.054731955751776695,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,canonical,0,paraphrase,0,same_state_cross_wording,USER_END,same_state_selected_V_control,0.01539694331586361,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_H20_residual_effect,0.08488607034087181,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.05366753973066807,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.0313996896147728,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,-0.054900968447327614,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,0.07080419361591339,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.015996739268302917,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.008277496322989464,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.05366753973066807,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_sufficiency,0.08627416752278805,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_necessity,0.08463701419532299,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.03876364417374134,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_necessity,-0.04695308580994606,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_sufficiency,0.05366753973066807,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_necessity,0.05366753973066807,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.06281173042953014,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.09510855004191399,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,paraphrase,0,canonical,0,same_state_cross_wording,USER_END,same_state_selected_V_control,-0.007695682346820831,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.12608878314495087,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.10230179876089096,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.08898456394672394,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.06370078027248383,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.05438016355037689,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.00019991397857666016,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,-0.008478477597236633,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.10230179876089096,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.10863783955574036,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_necessity,0.11600881069898605,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.019590213894844055,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.03356277197599411,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.10230179876089096,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_necessity,0.10230179876089096,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.09050151705741882,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.061202794313430786,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,canonical,1,paraphrase,1,same_state_cross_wording,USER_END,same_state_selected_V_control,0.01076335459947586,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.1815008968114853,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.1298695206642151,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.1481054127216339,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.06330394744873047,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.032659854739904404,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.01038128137588501,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,-0.00015619397163391113,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.1298695206642151,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.11391597986221313,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_necessity,0.11550930142402649,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.016923576593399048,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.004132300615310669,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.1298695206642151,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_necessity,0.1298695206642151,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,canonical,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.11856044828891754,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,canonical,0,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.16996335983276367,,,,,,USER_END
confirmation,exp12_test_edit_13,test_edit,paraphrase,1,canonical,1,same_state_cross_wording,USER_END,same_state_selected_V_control,-0.009965762495994568,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_H20_residual_effect,0.13920367881655693,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.055892711505293846,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.09691025875508785,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,-0.040668513625860214,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,0.04561654478311539,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.0007306169718503952,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.0007406901568174362,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.055892711505293846,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_target_sufficiency,0.08413749001920223,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_target_necessity,0.08366546407341957,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.06115426681935787,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_negative_necessity,-0.04898880794644356,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_all7_sufficiency,0.055892711505293846,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_all7_necessity,0.055892711505293846,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,0,paraphrase,1,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.035577019676566124,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,canonical,0,paraphrase,1,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.04898003116250038,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,canonical,0,paraphrase,0,same_state_cross_wording,USER_END,same_state_selected_V_control,0.006867820397019386,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_H20_residual_effect,0.08265670575201511,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.04845600575208664,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.013640277087688446,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,-0.035784801468253136,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,0.04982750862836838,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.0003757346421480179,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.00693194754421711,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.04845600575208664,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_sufficiency,0.08972484804689884,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_necessity,0.07740933820605278,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.03546229004859924,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_necessity,-0.05599811673164368,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_sufficiency,0.04845600575208664,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_necessity,0.04845600575208664,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.06859167851507664,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.0979287438094616,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,paraphrase,0,canonical,0,same_state_cross_wording,USER_END,same_state_selected_V_control,-0.013090841472148895,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.13895533978939056,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.1108337938785553,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.09756183624267578,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.06301534920930862,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.061337534338235855,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,8.876621723175049e-05,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.019480183720588684,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.1108337938785553,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.11680552363395691,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_necessity,0.12342122197151184,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.020770199596881866,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.017039723694324493,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.1108337938785553,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_necessity,0.1108337938785553,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.09081040322780609,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.06188094615936279,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,canonical,1,paraphrase,1,same_state_cross_wording,USER_END,same_state_selected_V_control,0.00035844743251800537,,,,,,USER_END
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.1749737784266472,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.10618113726377487,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.13099396228790283,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.05345052480697632,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.015276331454515457,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.006409153342247009,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,-0.011119477450847626,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.10618113726377487,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.11498480290174484,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_necessity,0.1103903129696846,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.016179829835891724,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.02498486638069153,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.10618113726377487,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_necessity,0.10618113726377487,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_14,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
